toimipaikka_oid,nimi,nimi_sv,varhaiskasvatuspaikat,jarjestamismuoto_koodi,kasvatusopillinen_jarjestelma_koodi,toimipaikka_kayntiosoite,toimipaikka_kayntiosoite_postinumero,toimipaikka_kayntiosoite_postitoimipaikka,toimintamuoto_koodi,varda_toiminnallinenpainotus.toimintapainotus_kytkin,tp01_musiikki,tp02_liikunta,tp03_kuvataide,tp04_tiede,tp05_draama,tp06_ymparisto_ja_luonto,tp07_seikkailu,tp08_media,tp09_maailmankatsomuksellinen,tp99_muu,kielipainotus_kytkin,kielipainotus_fi,kielipainotus_sv,kielipainotus_en,kielipainotus_muu,alkamis_pvm,paattymis_pvm,jarjestaja_oid,jarjestaja_nimi,jarjestaja_y_tunnus,jarjestaja_yritysmuoto,jarjestaja_ytjkieli,jarjestaja_kayntiosoite,jarjestaja_kayntiosoite_postinumero,jarjestaja_kayntiosoite_postitoimipaikka,jarjestaja_alkamis_pvm,jarjestaja_paattymis_pvm
1.2.246.562.10.25913670722,päiväkummun päiväkoti,päiväkummun päiväkoti,102,['jm01'],kj98,Ilosjoentie 11,01420,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2001-08-01,,1.2.246.562.10.111870344810,Utsjoen kunta,9129466-4,KUNTA,,Luossa 1 a,99981,UTSJOKI,1978-03-15,
1.2.246.562.10.25919598943,Masalan päiväkoti,Masalan päiväkoti,92,['jm01'],kj98,Hommaksenkuja 2,02430,MASALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2000-01-01,,1.2.246.562.10.81269623245,Jyväskylän kaupunki,0174666-4,KUNTA,,Vapaudenkatu 32,40100,JYVÄSKYLÄ,1978-03-15,
1.2.246.562.10.25928164018,PK Muusa,PK Muusa,56,['jm01'],kj98,Muusantori 4,00099,HELSINGIN KAUPUNKI,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,0,,1993-09-01,,1.2.246.562.10.865068769110,Siuntion kunta,0131156-4,KUNTA,,Puistopolku 1,02580,SJUNDEÅ,1978-03-15,
1.2.246.562.10.25953563985,Tölby daghem,Tölby daghem,24,['jm01'],kj98,Tölby-Vikbyvägen 247,65460,TÖLBY,tm01,False,1,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.82724739725,Jämijärven kunta,0133127-4,KUNTA,,Peijarintie 5,38800,JÄMIJÄRVI,1978-03-15,
1.2.246.562.10.26002249634,Hervannan päiväkoti - ilta- ja viikonloppuryhmä,Hervannan päiväkoti - ilta- ja viikonloppuryhmä,56,['jm01'],kj98,Ruovedenkatu 7,33710,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2019-08-01,,1.2.246.562.10.75068280785,Maskun kunta,0204064-7,KUNTA,,KESKUSKAARI 3,21250,MASKU,1978-06-30,
1.2.246.562.10.26015995181,VIHTIJÄRVEN PÄIVÄKOTI,VIHTIJÄRVEN PÄIVÄKOTI,21,['jm01'],kj98,KOULUNTIE 3,03790,VIHTIJÄRVI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2000-08-01,,1.2.246.562.10.63676305269,Lieksan kaupunki,0169321-6,KUNTA,,Pielisentie 3,81700,LIEKSA,1978-03-15,
1.2.246.562.10.26045139560,PÄIVÄKOTI PELLAVA ESIOPETUS,PÄIVÄKOTI PELLAVA ESIOPETUS,58,['jm01'],kj98,KOULUTIE 3,12600,LÄYLIÄINEN,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.70146972248,Reisjärven kunta,0189548-3,KUNTA,,REISJÄRVENTIE 8,85900,REISJÄRVI,1978-03-15,
1.2.246.562.10.26061091109,Pakkalan päiväkoti,Pakkalan päiväkoti,56,['jm01'],kj98,Hagelstamintie 1,01520,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2019-01-02,,1.2.246.562.10.52816074638,Laukaan kunta,0176478-2,KUNTA,,Laukaantie 14,41340,LAUKAA,1978-03-15,
1.2.246.562.10.26064057230,PK Sinivuori,PK Sinivuori,93,['jm01'],kj98,Säterintie 28,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,1988-03-01,,1.2.246.562.10.563374916510,Inarin kunta,0190758-7,KUNTA,,PIISKUNTIE 4,99800,IVALO,1978-03-15,
1.2.246.562.10.26107917846,KARJALOHJAN KOULU,KARJALOHJAN KOULU,21,['jm01'],kj98,KOULUKUJA 10,09120,KARJALOHJA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-01-01,,1.2.246.562.10.99816488243,Kokkolan kaupunki,0179377-8,KUNTA,,Rantakatu 16,67100,KARLEBY,1978-03-15,
1.2.246.562.10.26163818151,HULTA DAGHEM HULTAN PÄIVÄKOTI,HULTA DAGHEM HULTAN PÄIVÄKOTI,50,['jm01'],kj98,HERTSBÖLEVÄGEN 3,25900,TAALINTEHDAS,tm01,False,1,0,0,0,0,0,0,0,0,0,False,1,0,0,es,1989-05-01,,1.2.246.562.10.20516711478,Askolan kunta,9000162-0,KUNTA,,Askolantie 30,07500,ASKOLA,1978-03-15,
1.2.246.562.10.26182495288,MÄNTYLÄN PÄIVÄKOTI,MÄNTYLÄN PÄIVÄKOTI,84,['jm01'],kj98,MÄNTYKATU 5,87500,KAJAANI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,0,1,1,,1927-02-25,,1.2.246.562.10.94081735717,Puumalan kunta,0166400-1,KUNTA,,Keskustie 14,52200,PUUMALA,1978-03-15,
1.2.246.562.10.26245161976,Pappilanvuoren päiväkoti,Pappilanvuoren päiväkoti,82,['jm01'],kj98,Koppelonpolku 2,40270,PALOKKA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2009-06-01,,1.2.246.562.10.61339874754,Hangon kaupunki,0103166-9,KUNTA,,Boulevarden 6,10900,HANGÖ,1978-03-15,
1.2.246.562.10.26251405184,Jatulin Tarhan päiväkoti,Jatulin Tarhan päiväkoti,190,['jm01'],kj98,Jokelantie 18,90830,HAUKIPUDAS,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-07-29,,1.2.246.562.10.31089514694,Konneveden kunta,0176227-7,KUNTA,,Kauppatie 25,44300,KONNEVESI,1978-03-15,
1.2.246.562.10.26296819381,Pateniemen päiväkoti,Pateniemen päiväkoti,75,['jm01'],kj98,Temmitie 8,90800,OULU,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.30436593583,Tammelan kunta,0153179-4,KUNTA,,HAKKAPELIITANTIE 2,31300,TAMMELA,1978-03-15,
1.2.246.562.10.26298851630,KUMMUNMÄEN PÄIVÄKOTI,KUMMUNMÄEN PÄIVÄKOTI,33,['jm01'],kj98,KUMMUNMÄENTIE 12-14,51900,JUVA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1985-09-02,,1.2.246.562.10.24530054949,Asikkalan kunta,0145208-4,KUNTA,,Rusthollintie 2,17200,VÄÄKSY,1978-03-15,
1.2.246.562.10.26305934577,PAJUNIITYN PÄIVÄKOTI,PAJUNIITYN PÄIVÄKOTI,202,['jm01'],kj98,HUHDANPAJU 12,03100,NUMMELA,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2007-10-01,,1.2.246.562.10.15738250156,Hollolan kunta,0146248-5,KUNTA,,Virastotie 3,15870,HOLLOLA,1978-03-15,
1.2.246.562.10.26311411578,TUORILA,TUORILA,0,['jm01'],kj98,JÄRVENPÄÄNTIE 51,03600,KARKKILA,tm01,False,1,0,0,0,1,0,0,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.67342493599,Multian kunta,0208471-1,KUNTA,,Junttilantie 2,42600,MULTIA,1978-06-30,
1.2.246.562.10.26316604771,Allinpuiston päiväkoti,Allinpuiston päiväkoti,132,['jm01'],kj98,Allitie 3,90150,OULU,tm01,False,0,0,0,0,0,0,0,0,1,0,True,1,1,0,,2004-01-01,,1.2.246.562.10.92542277485,Loimaan kaupunki,1927453-8,KUNTA,,Kauppalankatu 3,32201,LOIMAA,2004-10-25,
1.2.246.562.10.26328579292,Aseman päiväkoti,Aseman päiväkoti,53,['jm01'],kj98,Torvelantie 23,90840,HAUKIPUDAS,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2012-08-01,,1.2.246.562.10.32446460803,Iisalmen kaupunki,9086071-6,KUNTA,,Pohjolankatu 14,74100,IISALMI,1978-03-15,
1.2.246.562.10.26341467467,PILKANMAAN PÄIVÄKOTI,PILKANMAAN PÄIVÄKOTI,54,['jm01'],kj98,SAVIPELLONTIE 19,45810,PILKANMAA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2002-08-01,,1.2.246.562.10.22832732543,Harjavallan kaupunki,0132585-1,KUNTA,,SATAKUNNANTIE 110,29200,HARJAVALTA,1978-03-15,
1.2.246.562.10.26467809112,Grev Daghem,Grev Daghem,42,['jm01'],kj98,Risöhällvägen 10,68570,LARSMO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2000-01-01,,1.2.246.562.10.25306436798,Teuvan kunta,0182734-1,KUNTA,,Rasintie 1 A,64700,TEUVA,1978-03-15,
1.2.246.562.10.26474086423,Riihelän päiväkoti,Riihelän päiväkoti,124,['jm01'],kj98,Uotilankatu 6,15840,LAHTI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.49813969182,Kronoby kommun,0180065-9,KUNTA,,Säbråvägen 2,68500,KRUUNUPYY,1978-03-15,
1.2.246.562.10.26478546711,Kaurialan Päiväkoti,Kaurialan Päiväkoti,63,['jm01'],kj98,Brahenkatu 16,13130,Hämeenlinna,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,2018-08-01,,1.2.246.562.10.91868792887,Lapinlahden kunta,0172127-2,KUNTA,,Asematie 4,73100,LAPINLAHTI,1978-03-15,
1.2.246.562.10.26517454489,SATULEHTO PK PIETARINPOLKU,SATULEHTO PK PIETARINPOLKU,40,['jm01'],kj98,PIETARINPOLKU 2 A 4-5,92140,PATTIJOKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2005-08-01,,1.2.246.562.10.23511028237,Alavuden kaupunki,0177736-4,KUNTA,,KUULANTIE 6,63300,ALAVUS,1978-03-15,
1.2.246.562.10.26529375292,Permo daghem,Permo daghem,60,['jm01'],kj98,Permovägen 26 / Permontie 26,68600,JAKOBSTAD,tm01,False,0,0,0,0,0,0,0,1,0,0,True,1,0,0,,2000-01-01,,1.2.246.562.10.98788281925,Nurmijärven kunta,9014643-2,KUNTA,,Keskustie 2 b,01900,NURMIJÄRVI,1978-03-15,
1.2.246.562.10.26549719396,KOURUJÄRVEN PÄIVÄKOTI,KOURUJÄRVEN PÄIVÄKOTI,102,['jm01'],kj98,TANINPOLKU 2,26660,RAUMA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,1989-01-12,,1.2.246.562.10.48349941889,Kotkan kaupunki,0160225-7,KUNTA,,Kustaankatu 2,48100,KOTKA,1978-03-15,
1.2.246.562.10.26585967784,SATULEHDON PK KESÄLÄ,SATULEHDON PK KESÄLÄ,21,['jm01'],kj98,SAVIKUJA 6,92140,PATTIJOKI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2001-08-01,,1.2.246.562.10.72933310632,Kyyjärven kunta,0176410-9,KUNTA,,Honkalehdontie 8,43700,KYYJÄRVI,1978-03-15,
1.2.246.562.10.26608770975,METSÄMAAN PÄIVÄKOTI,METSÄMAAN PÄIVÄKOTI,34,['jm01'],kj98,METSÄMAANTIE 614,32270,METSÄMAA,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,0,,2009-01-01,,1.2.246.562.10.92937879366,Sotkamon kunta,0189766-5,KUNTA,,Markkinatie 1,88600,SOTKAMO,1978-03-15,
1.2.246.562.10.26692199149,Penttilän Päiväkoti,Penttilän Päiväkoti,139,['jm01'],kj98,Vehkakuja 4,80220,Joensuu,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2013-08-01,,1.2.246.562.10.97280283009,Paimion kaupunki,0136169-2,KUNTA,,Vistantie 18,21530,PAIMIO,1978-03-15,
1.2.246.562.10.26712254973,KOURUJÄRVEN PÄIVÄKODIN ESIOPET,KOURUJÄRVEN PÄIVÄKODIN ESIOPET,7,['jm01'],kj98,TANINPOLKU 2,26660,RAUMA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2018-08-01,,1.2.246.562.10.56050751785,Evijärven kunta,0177804-1,KUNTA,,Viskarinaukio 3,62500,EVIJÄRVI,1978-03-15,
1.2.246.562.10.26731322736,Vesalan päiväkoti,Vesalan päiväkoti,39,['jm01'],kj98,Valpastie 11,91300,YLIKIIMINKI,tm01,True,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,2010-01-20,,1.2.246.562.10.16618958322,Lumijoen kunta,0186580-7,KUNTA,,SIIKAJOENTIE 1,91980,LUMIJOKI,1978-03-15,
1.2.246.562.10.26734938876,Ritoniityn päiväkoti,Ritoniityn päiväkoti,77,['jm01'],kj98,Näsintie 1,40250,JYVÄSKYLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2008-08-01,,1.2.246.562.10.39178483366,Juvan kunta,0164551-3,KUNTA,,JUVANTIE 13,51900,JUVA,1978-03-15,
1.2.246.562.10.26777440194,Käärmelahden päiväkoti,Käärmelahden päiväkoti,50,['jm01'],kj98,Väänälänrannantie 1332,71720,KÄÄRMELAHTI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2015-08-12,,1.2.246.562.10.74658092437,Joutsan kunta,0174108-9,KUNTA,,LÄNSITIE 5,19650,JOUTSA,1978-03-15,
1.2.246.562.10.26847477770,PK Fallpakka,PK Fallpakka,137,['jm01'],kj98,Fallpakankuja 9,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,2015-09-14,,1.2.246.562.10.37631700087,Närpes stad,0181367-9,KUNTA,,"Stadshuset, Kyrkvägen 2",64200,NÄRPIÖ,1978-03-15,
1.2.246.562.10.26870564742,Palomäen päiväkoti,Palomäen päiväkoti,42,['jm01'],kj98,Palomäentie 6,42100,JÄMSÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2018-08-01,2020-07-31,1.2.246.562.10.41953359605,Äänekosken kaupunki,2045520-5,KUNTA,,Hallintokatu 4,44100,ÄÄNEKOSKI,2006-06-22,
1.2.246.562.10.26878177133,Ylikiimingin koulu Esiopetus,Ylikiimingin koulu Esiopetus,13,['jm01'],kj98,Opinkuja 4,91300,YLIKIIMINKI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,0,0,0,,2012-01-01,,1.2.246.562.10.196450131610,Pälkäneen kunta,2050961-3,KUNTA,,Keskustie 1,36600,PÄLKÄNE,2006-07-31,
1.2.246.562.10.26922117911,DH Munksnäs kompis,DH Munksnäs kompis,35,['jm01'],kj98,Locklaisvägen 9 a,00099,HELSINGFORS STAD,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-08-14,,1.2.246.562.10.133057821810,Larsmo kommun,0180857-0,KUNTA,,Norra Larsmovägen 30,68570,LUOTO,1978-03-15,
